POS	iHS	pop	bigpop	gene	x
4155763	-0.142299	YRI	AFR	ADCY9	4155763
4155781	-0.25214	YRI	AFR	ADCY9	4155781
4156423	0.497532	YRI	AFR	ADCY9	4156423
4156535	-1.19931	YRI	AFR	ADCY9	4156535
4156857	-0.754304	YRI	AFR	ADCY9	4156857
4157696	0.18194	YRI	AFR	ADCY9	4157696
4157869	0.387921	YRI	AFR	ADCY9	4157869
4158668	0.394789	YRI	AFR	ADCY9	4158668
4160146	0.186358	YRI	AFR	ADCY9	4160146
4160370	0.204273	YRI	AFR	ADCY9	4160370
4160538	-0.141555	YRI	AFR	ADCY9	4160538
4161793	1.27952	YRI	AFR	ADCY9	4161793
4162760	-0.0478793	YRI	AFR	ADCY9	4162760
4165817	0.423293	YRI	AFR	ADCY9	4165817
4012825	1.12308	LWK	AFR	ADCY9	4012825
4013144	-0.562102	LWK	AFR	ADCY9	4013144
4013467	1.49104	LWK	AFR	ADCY9	4013467
4014141	-0.853655	LWK	AFR	ADCY9	4014141
4014245	0.651168	LWK	AFR	ADCY9	4014245
4014770	-1.26762	LWK	AFR	ADCY9	4014770
4014922	0.525397	LWK	AFR	ADCY9	4014922
4014964	0.877965	LWK	AFR	ADCY9	4014964
4014982	2.06286	LWK	AFR	ADCY9	4014982
4015313	-1.22777	LWK	AFR	ADCY9	4015313
4015316	1.88602	LWK	AFR	ADCY9	4015316
4015729	-0.911699	LWK	AFR	ADCY9	4015729
4016676	0.794843	LWK	AFR	ADCY9	4016676
4016943	1.84084	LWK	AFR	ADCY9	4016943
4017270	-1.55566	LWK	AFR	ADCY9	4017270
4017278	-1.16592	LWK	AFR	ADCY9	4017278
4017534	-1.00296	LWK	AFR	ADCY9	4017534
4017685	1.60884	LWK	AFR	ADCY9	4017685
4018425	-1.26068	LWK	AFR	ADCY9	4018425
4018878	0.339069	LWK	AFR	ADCY9	4018878
4019123	0.0249999	LWK	AFR	ADCY9	4019123
4019350	0.89323	LWK	AFR	ADCY9	4019350
4019530	-1.28227	LWK	AFR	ADCY9	4019530
4019854	-0.227687	LWK	AFR	ADCY9	4019854
4020372	0.128551	LWK	AFR	ADCY9	4020372
4020391	-1.41192	LWK	AFR	ADCY9	4020391
4021051	0.616177	LWK	AFR	ADCY9	4021051
4021411	-1.29649	LWK	AFR	ADCY9	4021411
4021734	0.644502	LWK	AFR	ADCY9	4021734
4022167	-1.66353	LWK	AFR	ADCY9	4022167
4022638	-0.175318	LWK	AFR	ADCY9	4022638
4022694	0.512357	LWK	AFR	ADCY9	4022694
4022703	0.373619	LWK	AFR	ADCY9	4022703
4023022	0.146379	LWK	AFR	ADCY9	4023022
4023504	0.434607	LWK	AFR	ADCY9	4023504
4023553	0.76629	LWK	AFR	ADCY9	4023553
4024446	0.00834029	LWK	AFR	ADCY9	4024446
4024565	0.242152	LWK	AFR	ADCY9	4024565
4025162	-0.8479	LWK	AFR	ADCY9	4025162
4025385	0.162309	LWK	AFR	ADCY9	4025385
4026238	-0.568738	LWK	AFR	ADCY9	4026238
4026720	0.296649	LWK	AFR	ADCY9	4026720
4027147	0.387741	LWK	AFR	ADCY9	4027147
4027399	-0.832425	LWK	AFR	ADCY9	4027399
4027410	0.0416063	LWK	AFR	ADCY9	4027410
4027423	0.18124	LWK	AFR	ADCY9	4027423
4027434	-0.487868	LWK	AFR	ADCY9	4027434
4027605	-0.0652218	LWK	AFR	ADCY9	4027605
4027688	0.107022	LWK	AFR	ADCY9	4027688
4027749	0.00875565	LWK	AFR	ADCY9	4027749
4027780	-0.0229303	LWK	AFR	ADCY9	4027780
4027876	0.00533156	LWK	AFR	ADCY9	4027876
4028015	0.396099	LWK	AFR	ADCY9	4028015
4028060	-0.00301218	LWK	AFR	ADCY9	4028060
4028076	-0.0283976	LWK	AFR	ADCY9	4028076
4028145	1.2781	LWK	AFR	ADCY9	4028145
4028417	0.811815	LWK	AFR	ADCY9	4028417
4028823	0.0544047	LWK	AFR	ADCY9	4028823
4028831	-0.0821719	LWK	AFR	ADCY9	4028831
4028866	-1.00605	LWK	AFR	ADCY9	4028866
4028877	0.654709	LWK	AFR	ADCY9	4028877
4029577	-0.545567	LWK	AFR	ADCY9	4029577
4030795	0.801838	LWK	AFR	ADCY9	4030795
4030928	-1.23161	LWK	AFR	ADCY9	4030928
4031140	-1.22454	LWK	AFR	ADCY9	4031140
4031348	0.568173	LWK	AFR	ADCY9	4031348
4031793	-0.0578563	LWK	AFR	ADCY9	4031793
4031794	0.250608	LWK	AFR	ADCY9	4031794
4032021	-0.616119	LWK	AFR	ADCY9	4032021
4032489	0.113089	LWK	AFR	ADCY9	4032489
4032581	0.548591	LWK	AFR	ADCY9	4032581
4032716	0.174739	LWK	AFR	ADCY9	4032716
4032802	0.977707	LWK	AFR	ADCY9	4032802
4033012	-0.0766339	LWK	AFR	ADCY9	4033012
4033054	-0.950926	LWK	AFR	ADCY9	4033054
4033522	-0.00421153	LWK	AFR	ADCY9	4033522
4033729	1.22301	LWK	AFR	ADCY9	4033729
4033987	0.701239	LWK	AFR	ADCY9	4033987
4034001	0.804868	LWK	AFR	ADCY9	4034001
4034067	1.32429	LWK	AFR	ADCY9	4034067
4034403	1.03418	LWK	AFR	ADCY9	4034403
4034641	0.254257	LWK	AFR	ADCY9	4034641
4035068	0.971642	LWK	AFR	ADCY9	4035068
4035366	0.025237	LWK	AFR	ADCY9	4035366
4035462	0.614447	LWK	AFR	ADCY9	4035462
4035499	-0.161893	LWK	AFR	ADCY9	4035499
4035532	-0.646828	LWK	AFR	ADCY9	4035532
4035583	-0.336053	LWK	AFR	ADCY9	4035583
4035735	1.03916	LWK	AFR	ADCY9	4035735
4035774	-0.38954	LWK	AFR	ADCY9	4035774
4035777	0.762052	LWK	AFR	ADCY9	4035777
4035897	0.427216	LWK	AFR	ADCY9	4035897
4036067	0.297806	LWK	AFR	ADCY9	4036067
4036286	-0.16545	LWK	AFR	ADCY9	4036286
4036523	-0.663693	LWK	AFR	ADCY9	4036523
4036608	-0.40679	LWK	AFR	ADCY9	4036608
4037038	-0.54599	LWK	AFR	ADCY9	4037038
4037394	0.695884	LWK	AFR	ADCY9	4037394
4037448	0.748155	LWK	AFR	ADCY9	4037448
4037471	-0.921998	LWK	AFR	ADCY9	4037471
4037832	-0.186164	LWK	AFR	ADCY9	4037832
4037906	0.0622054	LWK	AFR	ADCY9	4037906
4037918	0.623124	LWK	AFR	ADCY9	4037918
4038040	0.286222	LWK	AFR	ADCY9	4038040
4038359	0.371169	LWK	AFR	ADCY9	4038359
4038387	0.396877	LWK	AFR	ADCY9	4038387
4038480	-0.0857707	LWK	AFR	ADCY9	4038480
4038606	-1.42567	LWK	AFR	ADCY9	4038606
4038801	0.641792	LWK	AFR	ADCY9	4038801
4038906	0.334228	LWK	AFR	ADCY9	4038906
4039351	0.34821	LWK	AFR	ADCY9	4039351
4039379	-0.0706452	LWK	AFR	ADCY9	4039379
4039383	-1.05278	LWK	AFR	ADCY9	4039383
4039567	-0.489422	LWK	AFR	ADCY9	4039567
4039593	-0.396	LWK	AFR	ADCY9	4039593
4039828	0.0746256	LWK	AFR	ADCY9	4039828
4039968	-0.351623	LWK	AFR	ADCY9	4039968
4040219	0.218812	LWK	AFR	ADCY9	4040219
4040360	0.414349	LWK	AFR	ADCY9	4040360
4040664	0.168186	LWK	AFR	ADCY9	4040664
4040770	-0.820572	LWK	AFR	ADCY9	4040770
4041175	-0.790328	LWK	AFR	ADCY9	4041175
4041760	0.785643	LWK	AFR	ADCY9	4041760
4041995	-0.375995	LWK	AFR	ADCY9	4041995
4042449	-0.017934	LWK	AFR	ADCY9	4042449
4042470	-0.053054	LWK	AFR	ADCY9	4042470
4042471	0.0385403	LWK	AFR	ADCY9	4042471
4042533	0.847213	LWK	AFR	ADCY9	4042533
4042810	0.678212	LWK	AFR	ADCY9	4042810
4042995	1.574	LWK	AFR	ADCY9	4042995
4043091	0.791082	LWK	AFR	ADCY9	4043091
4043099	-0.828783	LWK	AFR	ADCY9	4043099
4043175	0.17307	LWK	AFR	ADCY9	4043175
4043218	0.702112	LWK	AFR	ADCY9	4043218
4043980	0.736368	LWK	AFR	ADCY9	4043980
4044038	1.10311	LWK	AFR	ADCY9	4044038
4044479	1.59959	LWK	AFR	ADCY9	4044479
4045116	0.608225	LWK	AFR	ADCY9	4045116
4045272	0.286483	LWK	AFR	ADCY9	4045272
4045367	0.483153	LWK	AFR	ADCY9	4045367
4046877	1.64609	LWK	AFR	ADCY9	4046877
4046952	1.83083	LWK	AFR	ADCY9	4046952
4047118	1.16316	LWK	AFR	ADCY9	4047118
4047619	1.00134	LWK	AFR	ADCY9	4047619
4047746	1.01285	LWK	AFR	ADCY9	4047746
4048218	1.3059	LWK	AFR	ADCY9	4048218
4048602	0.614532	LWK	AFR	ADCY9	4048602
4048634	0.869145	LWK	AFR	ADCY9	4048634
4049365	0.147489	LWK	AFR	ADCY9	4049365
4049439	0.147489	LWK	AFR	ADCY9	4049439
4050383	0.691693	LWK	AFR	ADCY9	4050383
4051065	1.14038	LWK	AFR	ADCY9	4051065
4051261	0.0790521	LWK	AFR	ADCY9	4051261
4051513	0.584624	LWK	AFR	ADCY9	4051513
4051531	0.275079	LWK	AFR	ADCY9	4051531
4051832	0.881289	LWK	AFR	ADCY9	4051832
4052320	-0.44504	LWK	AFR	ADCY9	4052320
4052345	0.202637	LWK	AFR	ADCY9	4052345
4052388	0.831333	LWK	AFR	ADCY9	4052388
4052486	0.0308666	LWK	AFR	ADCY9	4052486
4052717	0.132258	LWK	AFR	ADCY9	4052717
4053329	0.813336	LWK	AFR	ADCY9	4053329
4053570	0.0217618	LWK	AFR	ADCY9	4053570
4053581	0.353401	LWK	AFR	ADCY9	4053581
4055224	-0.448762	LWK	AFR	ADCY9	4055224
4055431	-0.303133	LWK	AFR	ADCY9	4055431
4056820	0.735205	LWK	AFR	ADCY9	4056820
4056927	0.589481	LWK	AFR	ADCY9	4056927
4057144	-0.583338	LWK	AFR	ADCY9	4057144
4057603	-0.916843	LWK	AFR	ADCY9	4057603
4057637	0.101559	LWK	AFR	ADCY9	4057637
4057703	0.750264	LWK	AFR	ADCY9	4057703
4057744	0.750264	LWK	AFR	ADCY9	4057744
4057767	0.72994	LWK	AFR	ADCY9	4057767
4057778	0.750094	LWK	AFR	ADCY9	4057778
4057875	-0.627904	LWK	AFR	ADCY9	4057875
4057918	-0.53931	LWK	AFR	ADCY9	4057918
4057983	0.783729	LWK	AFR	ADCY9	4057983
4058769	-0.240747	LWK	AFR	ADCY9	4058769
4059401	0.858253	LWK	AFR	ADCY9	4059401
4059439	-0.548933	LWK	AFR	ADCY9	4059439
4060301	-0.1918	LWK	AFR	ADCY9	4060301
4060661	0.480394	LWK	AFR	ADCY9	4060661
4060760	-0.644355	LWK	AFR	ADCY9	4060760
4060980	0.494217	LWK	AFR	ADCY9	4060980
4061080	0.339048	LWK	AFR	ADCY9	4061080
4061103	0.803976	LWK	AFR	ADCY9	4061103
4061616	-0.255511	LWK	AFR	ADCY9	4061616
4061811	0.445849	LWK	AFR	ADCY9	4061811
4061908	-0.648623	LWK	AFR	ADCY9	4061908
4061912	-0.648623	LWK	AFR	ADCY9	4061912
4062367	-0.00489062	LWK	AFR	ADCY9	4062367
4062436	-0.30082	LWK	AFR	ADCY9	4062436
4062592	-0.30082	LWK	AFR	ADCY9	4062592
4063551	0.357785	LWK	AFR	ADCY9	4063551
4064326	-0.174275	LWK	AFR	ADCY9	4064326
4064339	0.0956707	LWK	AFR	ADCY9	4064339
4064368	0.0899283	LWK	AFR	ADCY9	4064368
4064798	0.301858	LWK	AFR	ADCY9	4064798
4064996	-0.487862	LWK	AFR	ADCY9	4064996
4065065	-0.439568	LWK	AFR	ADCY9	4065065
4065412	0.101349	LWK	AFR	ADCY9	4065412
4065495	-0.0330388	LWK	AFR	ADCY9	4065495
4065583	-0.289761	LWK	AFR	ADCY9	4065583
4065643	0.0293055	LWK	AFR	ADCY9	4065643
4065677	-0.0355507	LWK	AFR	ADCY9	4065677
4065736	-0.312215	LWK	AFR	ADCY9	4065736
4065743	-0.335119	LWK	AFR	ADCY9	4065743
4065992	0.112009	LWK	AFR	ADCY9	4065992
4066061	0.903262	LWK	AFR	ADCY9	4066061
4066191	0.166136	LWK	AFR	ADCY9	4066191
4066423	0.223016	LWK	AFR	ADCY9	4066423
4066435	0.235131	LWK	AFR	ADCY9	4066435
4066924	-0.505693	LWK	AFR	ADCY9	4066924
4066984	-0.56143	LWK	AFR	ADCY9	4066984
4068039	0.25273	LWK	AFR	ADCY9	4068039
4068147	0.241265	LWK	AFR	ADCY9	4068147
4068237	-0.681571	LWK	AFR	ADCY9	4068237
4068342	0.327932	LWK	AFR	ADCY9	4068342
4068344	0.236016	LWK	AFR	ADCY9	4068344
4068374	0.28582	LWK	AFR	ADCY9	4068374
4068563	0.106971	LWK	AFR	ADCY9	4068563
4068798	-0.51966	LWK	AFR	ADCY9	4068798
4068814	0.257541	LWK	AFR	ADCY9	4068814
4068920	-0.0168015	LWK	AFR	ADCY9	4068920
4069987	0.00386198	LWK	AFR	ADCY9	4069987
4070080	0.527954	LWK	AFR	ADCY9	4070080
4070085	0.312554	LWK	AFR	ADCY9	4070085
4070433	-0.468636	LWK	AFR	ADCY9	4070433
4070475	0.436792	LWK	AFR	ADCY9	4070475
4070586	0.436792	LWK	AFR	ADCY9	4070586
4071461	-0.161647	LWK	AFR	ADCY9	4071461
4071550	0.00743721	LWK	AFR	ADCY9	4071550
4071745	0.232941	LWK	AFR	ADCY9	4071745
4071929	0.230183	LWK	AFR	ADCY9	4071929
4072538	-0.246317	LWK	AFR	ADCY9	4072538
4072616	-0.246317	LWK	AFR	ADCY9	4072616
4072681	-0.00503251	LWK	AFR	ADCY9	4072681
4072774	-0.207213	LWK	AFR	ADCY9	4072774
4073152	-0.38556	LWK	AFR	ADCY9	4073152
4073670	0.916577	LWK	AFR	ADCY9	4073670
4074258	-0.0239363	LWK	AFR	ADCY9	4074258
4074304	0.71818	LWK	AFR	ADCY9	4074304
4074908	0.711285	LWK	AFR	ADCY9	4074908
4075152	-0.119565	LWK	AFR	ADCY9	4075152
4075505	0.779812	LWK	AFR	ADCY9	4075505
4075656	0.0852377	LWK	AFR	ADCY9	4075656
4075912	0.758982	LWK	AFR	ADCY9	4075912
4076047	0.775185	LWK	AFR	ADCY9	4076047
4076094	-0.174748	LWK	AFR	ADCY9	4076094
4076136	-0.302993	LWK	AFR	ADCY9	4076136
4076470	0.582236	LWK	AFR	ADCY9	4076470
4076676	1.40681	LWK	AFR	ADCY9	4076676
4076752	0.0564413	LWK	AFR	ADCY9	4076752
4076830	1.92708	LWK	AFR	ADCY9	4076830
4077138	0.683868	LWK	AFR	ADCY9	4077138
4077178	1.89637	LWK	AFR	ADCY9	4077178
4077442	1.40813	LWK	AFR	ADCY9	4077442
4077461	-0.582894	LWK	AFR	ADCY9	4077461
4077605	2.47578	LWK	AFR	ADCY9	4077605
4077818	1.93687	LWK	AFR	ADCY9	4077818
4077951	2.00416	LWK	AFR	ADCY9	4077951
4078247	1.41313	LWK	AFR	ADCY9	4078247
4078478	1.44015	LWK	AFR	ADCY9	4078478
4078516	1.38534	LWK	AFR	ADCY9	4078516
4078744	1.932	LWK	AFR	ADCY9	4078744
4078878	1.74133	LWK	AFR	ADCY9	4078878
4079531	-0.236007	LWK	AFR	ADCY9	4079531
4079618	-0.281162	LWK	AFR	ADCY9	4079618
4080013	-1.38199	LWK	AFR	ADCY9	4080013
4080757	0.386808	LWK	AFR	ADCY9	4080757
4081033	0.383309	LWK	AFR	ADCY9	4081033
4081138	0.276005	LWK	AFR	ADCY9	4081138
4081417	-0.12289	LWK	AFR	ADCY9	4081417
4082254	-0.124101	LWK	AFR	ADCY9	4082254
4082659	0.212741	LWK	AFR	ADCY9	4082659
4082699	0.756844	LWK	AFR	ADCY9	4082699
4083105	-0.114428	LWK	AFR	ADCY9	4083105
4083361	-0.369159	LWK	AFR	ADCY9	4083361
4083811	-0.403876	LWK	AFR	ADCY9	4083811
4084210	0.28578	LWK	AFR	ADCY9	4084210
4084253	0.938745	LWK	AFR	ADCY9	4084253
4084496	-0.456243	LWK	AFR	ADCY9	4084496
4085545	0.0475309	LWK	AFR	ADCY9	4085545
4086533	-0.788107	LWK	AFR	ADCY9	4086533
4086861	0.17969	LWK	AFR	ADCY9	4086861
4086874	-0.926772	LWK	AFR	ADCY9	4086874
4087512	-0.00526801	LWK	AFR	ADCY9	4087512
4087976	0.715881	LWK	AFR	ADCY9	4087976
4088191	-0.514202	LWK	AFR	ADCY9	4088191
4088559	-0.967452	LWK	AFR	ADCY9	4088559
4088776	1.15467	LWK	AFR	ADCY9	4088776
4089074	0.33967	LWK	AFR	ADCY9	4089074
4089231	0.617174	LWK	AFR	ADCY9	4089231
4089641	-0.911476	LWK	AFR	ADCY9	4089641
4089793	1.43101	LWK	AFR	ADCY9	4089793
4090819	0.145108	LWK	AFR	ADCY9	4090819
4091131	0.397359	LWK	AFR	ADCY9	4091131
4091807	-1.14699	LWK	AFR	ADCY9	4091807
4091830	1.6699	LWK	AFR	ADCY9	4091830
4091831	1.6699	LWK	AFR	ADCY9	4091831
4091955	1.73493	LWK	AFR	ADCY9	4091955
4092053	-1.25487	LWK	AFR	ADCY9	4092053
4092081	-1.25487	LWK	AFR	ADCY9	4092081
4092082	1.73996	LWK	AFR	ADCY9	4092082
4092145	-0.963396	LWK	AFR	ADCY9	4092145
4092146	0.176399	LWK	AFR	ADCY9	4092146
4092171	1.7997	LWK	AFR	ADCY9	4092171
4092480	-1.2876	LWK	AFR	ADCY9	4092480
4092901	-1.64095	LWK	AFR	ADCY9	4092901
4093048	1.82442	LWK	AFR	ADCY9	4093048
4093105	-1.80838	LWK	AFR	ADCY9	4093105
4093226	2.44158	LWK	AFR	ADCY9	4093226
4093287	-0.490058	LWK	AFR	ADCY9	4093287
4093390	-2.05181	LWK	AFR	ADCY9	4093390
4093511	-2.05005	LWK	AFR	ADCY9	4093511
4093567	2.54087	LWK	AFR	ADCY9	4093567
4093615	2.54087	LWK	AFR	ADCY9	4093615
4093648	-1.92054	LWK	AFR	ADCY9	4093648
4093664	-1.87213	LWK	AFR	ADCY9	4093664
4093769	2.36167	LWK	AFR	ADCY9	4093769
4094157	2.36024	LWK	AFR	ADCY9	4094157
4094328	-1.51997	LWK	AFR	ADCY9	4094328
4094479	0.0793622	LWK	AFR	ADCY9	4094479
4094794	-1.39359	LWK	AFR	ADCY9	4094794
4094803	-1.59963	LWK	AFR	ADCY9	4094803
4094844	-1.08443	LWK	AFR	ADCY9	4094844
4094953	2.14973	LWK	AFR	ADCY9	4094953
4095126	-1.94772	LWK	AFR	ADCY9	4095126
4095234	-1.54931	LWK	AFR	ADCY9	4095234
4095679	-1.41655	LWK	AFR	ADCY9	4095679
4095762	-1.9109	LWK	AFR	ADCY9	4095762
4095809	2.10661	LWK	AFR	ADCY9	4095809
4095821	-0.902534	LWK	AFR	ADCY9	4095821
4095822	-0.902534	LWK	AFR	ADCY9	4095822
4095988	-1.50854	LWK	AFR	ADCY9	4095988
4096325	-1.50951	LWK	AFR	ADCY9	4096325
4096368	2.06563	LWK	AFR	ADCY9	4096368
4096485	-1.51646	LWK	AFR	ADCY9	4096485
4096511	-0.138667	LWK	AFR	ADCY9	4096511
4096541	1.60721	LWK	AFR	ADCY9	4096541
4096542	1.60721	LWK	AFR	ADCY9	4096542
4096586	-1.44908	LWK	AFR	ADCY9	4096586
4096952	2.00679	LWK	AFR	ADCY9	4096952
4097071	-1.30708	LWK	AFR	ADCY9	4097071
4097222	-1.36537	LWK	AFR	ADCY9	4097222
4097260	-0.840274	LWK	AFR	ADCY9	4097260
4097579	-1.20647	LWK	AFR	ADCY9	4097579
4098305	1.63307	LWK	AFR	ADCY9	4098305
4098582	-0.782505	LWK	AFR	ADCY9	4098582
4098661	1.63796	LWK	AFR	ADCY9	4098661
4098784	1.27362	LWK	AFR	ADCY9	4098784
4098985	-1.04562	LWK	AFR	ADCY9	4098985
4099001	0.256186	LWK	AFR	ADCY9	4099001
4099981	-1.20442	LWK	AFR	ADCY9	4099981
4100268	0.0998839	LWK	AFR	ADCY9	4100268
4100353	1.53299	LWK	AFR	ADCY9	4100353
4100354	-0.0408108	LWK	AFR	ADCY9	4100354
4100545	-0.025522	LWK	AFR	ADCY9	4100545
4100583	0.967307	LWK	AFR	ADCY9	4100583
4100900	0.231887	LWK	AFR	ADCY9	4100900
4101083	0.0558577	LWK	AFR	ADCY9	4101083
4101175	-0.0534549	LWK	AFR	ADCY9	4101175
4101243	0.166279	LWK	AFR	ADCY9	4101243
4101300	0.219859	LWK	AFR	ADCY9	4101300
4101386	0.0257473	LWK	AFR	ADCY9	4101386
4101660	0.387936	LWK	AFR	ADCY9	4101660
4102069	-0.33251	LWK	AFR	ADCY9	4102069
4102082	0.404076	LWK	AFR	ADCY9	4102082
4102826	0.506458	LWK	AFR	ADCY9	4102826
4102864	0.297609	LWK	AFR	ADCY9	4102864
4103472	0.544408	LWK	AFR	ADCY9	4103472
4103520	0.579331	LWK	AFR	ADCY9	4103520
4103871	-0.251716	LWK	AFR	ADCY9	4103871
4103882	0.167453	LWK	AFR	ADCY9	4103882
4104299	-0.291713	LWK	AFR	ADCY9	4104299
4104472	0.356878	LWK	AFR	ADCY9	4104472
4104512	-0.461129	LWK	AFR	ADCY9	4104512
4104586	0.254975	LWK	AFR	ADCY9	4104586
4104697	0.825342	LWK	AFR	ADCY9	4104697
4105641	-0.435638	LWK	AFR	ADCY9	4105641
4106788	0.648192	LWK	AFR	ADCY9	4106788
4106789	1.24707	LWK	AFR	ADCY9	4106789
4107142	0.629807	LWK	AFR	ADCY9	4107142
4107245	0.00531616	LWK	AFR	ADCY9	4107245
4107726	0.295891	LWK	AFR	ADCY9	4107726
4107990	0.155043	LWK	AFR	ADCY9	4107990
4108115	0.617773	LWK	AFR	ADCY9	4108115
4108603	0.0993163	LWK	AFR	ADCY9	4108603
4108708	-0.478037	LWK	AFR	ADCY9	4108708
4108907	-0.293267	LWK	AFR	ADCY9	4108907
4109409	-0.378678	LWK	AFR	ADCY9	4109409
4109534	0.086944	LWK	AFR	ADCY9	4109534
4109594	0.231917	LWK	AFR	ADCY9	4109594
4109664	0.231917	LWK	AFR	ADCY9	4109664
4109825	-0.441395	LWK	AFR	ADCY9	4109825
4110036	-0.164924	LWK	AFR	ADCY9	4110036
4110127	-0.802585	LWK	AFR	ADCY9	4110127
4110193	0.624669	LWK	AFR	ADCY9	4110193
4110750	-0.0468326	LWK	AFR	ADCY9	4110750
4111525	0.181905	LWK	AFR	ADCY9	4111525
4113236	0.187817	LWK	AFR	ADCY9	4113236
4113505	-0.0588714	LWK	AFR	ADCY9	4113505
4114709	0.292911	LWK	AFR	ADCY9	4114709
4115028	-0.454057	LWK	AFR	ADCY9	4115028
4115493	0.315615	LWK	AFR	ADCY9	4115493
4115728	-0.12816	LWK	AFR	ADCY9	4115728
4116588	-0.206559	LWK	AFR	ADCY9	4116588
4117286	-0.469271	LWK	AFR	ADCY9	4117286
4117429	-0.823688	LWK	AFR	ADCY9	4117429
4117930	-0.83995	LWK	AFR	ADCY9	4117930
4118391	0.372819	LWK	AFR	ADCY9	4118391
4118462	0.372819	LWK	AFR	ADCY9	4118462
4118690	-1.63942	LWK	AFR	ADCY9	4118690
4118878	0.409974	LWK	AFR	ADCY9	4118878
4120076	0.408481	LWK	AFR	ADCY9	4120076
4120121	-0.0464701	LWK	AFR	ADCY9	4120121
4120857	-0.0504858	LWK	AFR	ADCY9	4120857
4121921	0.495607	LWK	AFR	ADCY9	4121921
4122223	0.588808	LWK	AFR	ADCY9	4122223
4122923	-0.209386	LWK	AFR	ADCY9	4122923
4123323	1.30708	LWK	AFR	ADCY9	4123323
4123420	1.36549	LWK	AFR	ADCY9	4123420
4123585	-0.788478	LWK	AFR	ADCY9	4123585
4123633	1.36168	LWK	AFR	ADCY9	4123633
4124107	1.36168	LWK	AFR	ADCY9	4124107
4124280	-1.30727	LWK	AFR	ADCY9	4124280
4124300	1.38669	LWK	AFR	ADCY9	4124300
4124590	-0.808132	LWK	AFR	ADCY9	4124590
4125824	-1.19859	LWK	AFR	ADCY9	4125824
4126201	-0.272731	LWK	AFR	ADCY9	4126201
4126202	-0.589957	LWK	AFR	ADCY9	4126202
4126531	0.194384	LWK	AFR	ADCY9	4126531
4126976	0.284376	LWK	AFR	ADCY9	4126976
4127276	1.10429	LWK	AFR	ADCY9	4127276
4128400	-0.665889	LWK	AFR	ADCY9	4128400
4128516	0.219939	LWK	AFR	ADCY9	4128516
4128563	1.35964	LWK	AFR	ADCY9	4128563
4128581	0.215051	LWK	AFR	ADCY9	4128581
4128631	0.215051	LWK	AFR	ADCY9	4128631
4128641	-0.776108	LWK	AFR	ADCY9	4128641
4128843	0.331086	LWK	AFR	ADCY9	4128843
4129915	0.158439	LWK	AFR	ADCY9	4129915
4130193	-0.890037	LWK	AFR	ADCY9	4130193
4130204	0.0915553	LWK	AFR	ADCY9	4130204
4130444	-0.483505	LWK	AFR	ADCY9	4130444
4131838	0.928045	LWK	AFR	ADCY9	4131838
4131883	-0.536948	LWK	AFR	ADCY9	4131883
4131898	-0.121113	LWK	AFR	ADCY9	4131898
4132309	-1.60319	LWK	AFR	ADCY9	4132309
4132777	-0.634542	LWK	AFR	ADCY9	4132777
4132922	-0.973936	LWK	AFR	ADCY9	4132922
4133013	0.753529	LWK	AFR	ADCY9	4133013
4133033	-0.0438841	LWK	AFR	ADCY9	4133033
4133076	0.753529	LWK	AFR	ADCY9	4133076
4133618	-1.37776	LWK	AFR	ADCY9	4133618
4133821	-1.09617	LWK	AFR	ADCY9	4133821
4134162	0.650068	LWK	AFR	ADCY9	4134162
4134246	0.661324	LWK	AFR	ADCY9	4134246
4134659	-1.36935	LWK	AFR	ADCY9	4134659
4134815	-1.10526	LWK	AFR	ADCY9	4134815
4135260	-0.221838	LWK	AFR	ADCY9	4135260
4135294	0.632752	LWK	AFR	ADCY9	4135294
4135295	1.48883	LWK	AFR	ADCY9	4135295
4135350	-0.0920219	LWK	AFR	ADCY9	4135350
4135418	-0.0376612	LWK	AFR	ADCY9	4135418
4135562	-1.1331	LWK	AFR	ADCY9	4135562
4135758	-1.46309	LWK	AFR	ADCY9	4135758
4135898	-0.747049	LWK	AFR	ADCY9	4135898
4136157	-0.504209	LWK	AFR	ADCY9	4136157
4136172	-1.01973	LWK	AFR	ADCY9	4136172
4136418	-1.00282	LWK	AFR	ADCY9	4136418
4136727	-0.419512	LWK	AFR	ADCY9	4136727
4136871	0.187427	LWK	AFR	ADCY9	4136871
4137179	-1.41	LWK	AFR	ADCY9	4137179
4137262	0.0903261	LWK	AFR	ADCY9	4137262
4137329	-1.31883	LWK	AFR	ADCY9	4137329
4137856	-1.6233	LWK	AFR	ADCY9	4137856
4138473	1.47679	LWK	AFR	ADCY9	4138473
4138477	-0.845584	LWK	AFR	ADCY9	4138477
4139156	-1.2171	LWK	AFR	ADCY9	4139156
4139364	-0.687505	LWK	AFR	ADCY9	4139364
4139419	-0.723428	LWK	AFR	ADCY9	4139419
4140188	-0.60016	LWK	AFR	ADCY9	4140188
4140298	-0.337066	LWK	AFR	ADCY9	4140298
4140459	-0.865681	LWK	AFR	ADCY9	4140459
4141127	-0.437251	LWK	AFR	ADCY9	4141127
4141231	-1.41458	LWK	AFR	ADCY9	4141231
4141277	-0.0611945	LWK	AFR	ADCY9	4141277
4141728	-0.89799	LWK	AFR	ADCY9	4141728
4141788	-0.427795	LWK	AFR	ADCY9	4141788
4142492	-0.484701	LWK	AFR	ADCY9	4142492
4143181	-0.833906	LWK	AFR	ADCY9	4143181
